folio,folio_display,div_id,categories,heading_tc,heading_tcn,heading_tl,animal_tc,animal_tcn,animal_tl,body_part_tc,body_part_tcn,body_part_tl,currency_tc,currency_tcn,currency_tl,definition_tc,definition_tcn,definition_tl,environment_tc,environment_tcn,environment_tl,material_tc,material_tcn,material_tl,medical_tc,medical_tcn,medical_tl,measurement_tc,measurement_tcn,measurement_tl,music_tc,music_tcn,music_tl,plant_tc,plant_tcn,plant_tl,place_tc,place_tcn,place_tl,personal_name_tc,personal_name_tcn,personal_name_tl,profession_tc,profession_tcn,profession_tl,sensory_tc,sensory_tcn,sensory_tl,tool_tc,tool_tcn,tool_tl,time_tc,time_tcn,time_tl,weapon_tc,weapon_tcn,weapon_tl
011v,11v,011v_4,metal process,Couleur dacier de damas sur costeaulx,Couleur dacier de damas sur costeaulx,Color of Damascus steel on knives,mouton,mouton,mutton,yeulx,yeulx,nail; eyes,,,,,,,,,at night,diamant; or mat; eau fort commune; diamants; vernis; terre; argent; cuir; sable; plomb; saphir; cuivre; pierres; ongle; acier de damas; pouldre de pierre ponce; acier; or; cher de mouton cru; pierre; verre; eau; cendre,diamant; or mat; eau fort commune; diamants; vernis; terre; argent; cuir; sable; plomb; saphir; cuivre; pierres; ongle; acier de damas; pouldre de pierre ponce; acier; or; cher de mouton cru; pierre; verre; eau; cendre,damascus steel; water; or mat; stones; copper; steel; sapphire; lead; raw mutton flesh; ashes; earth; glass; sand; stone; common aquafortis; pumice stone powder; gold; silver; diamond; varnish; leather; nail,pour oster la rougeur des yeulx ou la meurtrisseure,pour oster la rougeur des yeulx ou la meurtrisseure,for getting rid of the redness of eyes or bruising,,,,,,,,,,,,,,,,espasiers,espasiers,furbishers,,,,bandeau; poinctes de diamants; roue de plomb; poinctes; sable; pouldre de pierre ponce; roue de cuivre a polir; roue; lopin de cuir; cendre; pierre de touche; costeaulx,bandeau; poinctes de diamants; roue de plomb; poinctes; roue de cuivre à polir; sable; pouldre de pierre ponce; roue; lopin de cuir; cendre; pierre de touche; costeaulx,piece of leather; polishing wheel of copper; diamond points; wheel; head band; points; sand; lead wheel; pumice stone powder; touchstone; ashes; knives,long temps; nuict,long temps; nuict,long time,,,
011v,11v,011v_5,metal process,Couleur dacier de damas sur costeaulx,Couleur dacier de damas sur costeaulx,Color of Damascus steel on knives,mouton,mouton,mutton,yeulx,yeulx,nail; eyes,,,,,,,,,at night,diamant; or mat; eau fort commune; diamants; vernis; terre; argent; cuir; sable; plomb; saphir; cuivre; pierres; ongle; acier de damas; pouldre de pierre ponce; acier; or; cher de mouton cru; pierre; verre; eau; cendre,diamant; or mat; eau fort commune; diamants; vernis; terre; argent; cuir; sable; plomb; saphir; cuivre; pierres; ongle; acier de damas; pouldre de pierre ponce; acier; or; cher de mouton cru; pierre; verre; eau; cendre,damascus steel; water; or mat; stones; copper; steel; sapphire; lead; raw mutton flesh; ashes; earth; glass; sand; stone; common aquafortis; pumice stone powder; gold; silver; diamond; varnish; leather; nail,pour oster la rougeur des yeulx ou la meurtrisseure,pour oster la rougeur des yeulx ou la meurtrisseure,for getting rid of the redness of eyes or bruising,,,,,,,,,,,,,,,,espasiers,espasiers,furbishers,,,,bandeau; poinctes de diamants; roue de plomb; poinctes; sable; pouldre de pierre ponce; roue de cuivre a polir; roue; lopin de cuir; cendre; pierre de touche; costeaulx,bandeau; poinctes de diamants; roue de plomb; poinctes; roue de cuivre à polir; sable; pouldre de pierre ponce; roue; lopin de cuir; cendre; pierre de touche; costeaulx,piece of leather; polishing wheel of copper; diamond points; wheel; head band; points; sand; lead wheel; pumice stone powder; touchstone; ashes; knives,long temps; nuict,long temps; nuict,long time,,,
012r,12r,012r_1,casting,Pour mouler de soufre,Pour mouler de soufre,For molding sulfur,lesard,lesard,lizard,doigt,doigt,finger,,,,,,,montaigne; au froict; au vent,montaigne; au froict; au vent,in cold; in wind; mountains,pouldre dudict plastre; verdegris; blanc; albastre; sanguine pulverisee; pelure de figuier; plomb; terre chimolee; huile; mabre; chimolee cuitte; noir a noircir; papier; glaire doeuf; pouldre de plastre; plastre; or; chimolee; blanc de plomb; vernis blanc; noir a noirci; eau; draps; soufre,sanguine pulverisée; pouldre dudict plastre; glaire d’oeuf; huilé; verdegris; blanc; albastre; pelure de figuier; noir à noircir; chimolée cuitte; plomb; noir à noirci; huile; mabre; papier; terre chimolée; pouldre de plastre; plastre; or; chimolée; blanc de plomb; vernis blanc; eau; draps; soufre,paper; water; powder of the said plaster; oiled; plaster; plaster powder; lead; cloth; alabaster; white; verdigris; white varnish; marble; terre chimolée; peelings from the fig tree; soot black; lead white; pulverized sanguine; sulfur; cooked chimolée; chimolée; glair of egg; fuller’s earth; gold; oil,,,,jours,jours,days,,,,figuier,figuier,fig tree,albigeois,albigeois,albi,,,,parayres; barbiers,parayres; barbiers,barbers'; fuller,,,,four; doigt; four couvert; fours de barbiers; pot; mabre; feu de reverberation; dent,four; doigt; four couvert; fours de barbiers; pot; mabre; feu de reverberation; dent,marble; oven; barbers' ovens; covered oven; finger; reverberatory furnace; pot; tooth,jours,,,,,
012r,12r,012r_2,casting,Pour mouler de soufre,Pour mouler de soufre,For molding sulfur,lesard,lesard,lizard,doigt,doigt,finger,,,,,,,montaigne; au froict; au vent,montaigne; au froict; au vent,in cold; in wind; mountains,pouldre dudict plastre; verdegris; blanc; albastre; sanguine pulverisee; pelure de figuier; plomb; terre chimolee; huile; mabre; chimolee cuitte; noir a noircir; papier; glaire doeuf; pouldre de plastre; plastre; or; chimolee; blanc de plomb; vernis blanc; noir a noirci; eau; draps; soufre,sanguine pulverisée; pouldre dudict plastre; glaire d’oeuf; huilé; verdegris; blanc; albastre; pelure de figuier; noir à noircir; chimolée cuitte; plomb; noir à noirci; huile; mabre; papier; terre chimolée; pouldre de plastre; plastre; or; chimolée; blanc de plomb; vernis blanc; eau; draps; soufre,paper; water; powder of the said plaster; oiled; plaster; plaster powder; lead; cloth; alabaster; white; verdigris; white varnish; marble; terre chimolée; peelings from the fig tree; soot black; lead white; pulverized sanguine; sulfur; cooked chimolée; chimolée; glair of egg; fuller’s earth; gold; oil,,,,jours,jours,days,,,,figuier,figuier,fig tree,albigeois,albigeois,albi,,,,parayres; barbiers,parayres; barbiers,barbers'; fuller,,,,four; doigt; four couvert; fours de barbiers; pot; mabre; feu de reverberation; dent,four; doigt; four couvert; fours de barbiers; pot; mabre; feu de reverberation; dent,marble; oven; barbers' ovens; covered oven; finger; reverberatory furnace; pot; tooth,jours,,,,,
012r,12r,012r_3,casting,Pour mouler de soufre,Pour mouler de soufre,For molding sulfur,lesard,lesard,lizard,doigt,doigt,finger,,,,,,,montaigne; au froict; au vent,montaigne; au froict; au vent,in cold; in wind; mountains,pouldre dudict plastre; verdegris; blanc; albastre; sanguine pulverisee; pelure de figuier; plomb; terre chimolee; huile; mabre; chimolee cuitte; noir a noircir; papier; glaire doeuf; pouldre de plastre; plastre; or; chimolee; blanc de plomb; vernis blanc; noir a noirci; eau; draps; soufre,sanguine pulverisée; pouldre dudict plastre; glaire d’oeuf; huilé; verdegris; blanc; albastre; pelure de figuier; noir à noircir; chimolée cuitte; plomb; noir à noirci; huile; mabre; papier; terre chimolée; pouldre de plastre; plastre; or; chimolée; blanc de plomb; vernis blanc; eau; draps; soufre,paper; water; powder of the said plaster; oiled; plaster; plaster powder; lead; cloth; alabaster; white; verdigris; white varnish; marble; terre chimolée; peelings from the fig tree; soot black; lead white; pulverized sanguine; sulfur; cooked chimolée; chimolée; glair of egg; fuller’s earth; gold; oil,,,,jours,jours,days,,,,figuier,figuier,fig tree,albigeois,albigeois,albi,,,,parayres; barbiers,parayres; barbiers,barbers'; fuller,,,,four; doigt; four couvert; fours de barbiers; pot; mabre; feu de reverberation; dent,four; doigt; four couvert; fours de barbiers; pot; mabre; feu de reverberation; dent,marble; oven; barbers' ovens; covered oven; finger; reverberatory furnace; pot; tooth,jours,,,,,
012r,12r,012r_4,casting,Pour mouler de soufre,Pour mouler de soufre,For molding sulfur,lesard,lesard,lizard,doigt,doigt,finger,,,,,,,montaigne; au froict; au vent,montaigne; au froict; au vent,in cold; in wind; mountains,pouldre dudict plastre; verdegris; blanc; albastre; sanguine pulverisee; pelure de figuier; plomb; terre chimolee; huile; mabre; chimolee cuitte; noir a noircir; papier; glaire doeuf; pouldre de plastre; plastre; or; chimolee; blanc de plomb; vernis blanc; noir a noirci; eau; draps; soufre,sanguine pulverisée; pouldre dudict plastre; glaire d’oeuf; huilé; verdegris; blanc; albastre; pelure de figuier; noir à noircir; chimolée cuitte; plomb; noir à noirci; huile; mabre; papier; terre chimolée; pouldre de plastre; plastre; or; chimolée; blanc de plomb; vernis blanc; eau; draps; soufre,paper; water; powder of the said plaster; oiled; plaster; plaster powder; lead; cloth; alabaster; white; verdigris; white varnish; marble; terre chimolée; peelings from the fig tree; soot black; lead white; pulverized sanguine; sulfur; cooked chimolée; chimolée; glair of egg; fuller’s earth; gold; oil,,,,jours,jours,days,,,,figuier,figuier,fig tree,albigeois,albigeois,albi,,,,parayres; barbiers,parayres; barbiers,barbers'; fuller,,,,four; doigt; four couvert; fours de barbiers; pot; mabre; feu de reverberation; dent,four; doigt; four couvert; fours de barbiers; pot; mabre; feu de reverberation; dent,marble; oven; barbers' ovens; covered oven; finger; reverberatory furnace; pot; tooth,jours,,,,,
012v,12v,012v_1,casting,Mouler le stuc promptement,Mouler le stuc promptement,Molding stucco promptly,,,,bouche,bouche,mouth,,,,,,,pres du feu,pres du feu,near the fire,bol armen; agathe; pouldre dudict tripoly; enilanroc; bol; charbons; esmail recuit; perles jaulnes; stuc; fer; cuir; plomb; terre chimolee; mabre; ceruse; tripoly; perle; papier pile; plastre; destaing; brique; sanguine; arsenic; cire,bol armen; agathe; pouldre dudict tripoly; enilanroc; bol; perles; charbons; esmail recuit; stuc; fer; cuir; cire fondue; plomb; mabre; ceruse; tripoly; terre chimolée; estaing; perle; plastre; papier pilé; brique; sanguine; arsenic,pestled paper; enilanroc; melted wax; plaster; tin; lead; bole; yellow pearls; stucco; ceruse; iron; powder of the said tripoli; marble; terre chimolée; pearl; charcoals; brick; tripoli; armenian bole; sanguine; arsenic; leather; agate; refired enamel,,,,,,,,,,,,,armen,armen,armenian,,,,orfevre; anciens lapidaires; orfevres,orfevre; anciens lapidaires; orfevres,goldsmith; goldsmiths’; ancient lapidaries,,,,pile; roue de plomb; tripoly; medaille de relief; cuir; pouldre dudict tripoly; forge dorfevre; cassete de fer; bouteure dorfevres; mabre,roue de plomb; pilé; tripoly; medaille de relief; cuir; pouldre dudict tripoly; forge d’orfevre; cassete de fer; bouteure d’orfevres; mabre,goldsmith’s forge; tripoli; powder of the said tripoli; marble; pestled; iron casket; goldsmiths’ bouteure; leather; relief medal; lead tinwheel,,,,,,
012v,12v,012v_2,casting,Mouler le stuc promptement,Mouler le stuc promptement,Molding stucco promptly,,,,bouche,bouche,mouth,,,,,,,pres du feu,pres du feu,near the fire,bol armen; agathe; pouldre dudict tripoly; enilanroc; bol; charbons; esmail recuit; perles jaulnes; stuc; fer; cuir; plomb; terre chimolee; mabre; ceruse; tripoly; perle; papier pile; plastre; destaing; brique; sanguine; arsenic; cire,bol armen; agathe; pouldre dudict tripoly; enilanroc; bol; perles; charbons; esmail recuit; stuc; fer; cuir; cire fondue; plomb; mabre; ceruse; tripoly; terre chimolée; estaing; perle; plastre; papier pilé; brique; sanguine; arsenic,pestled paper; enilanroc; melted wax; plaster; tin; lead; bole; yellow pearls; stucco; ceruse; iron; powder of the said tripoli; marble; terre chimolée; pearl; charcoals; brick; tripoli; armenian bole; sanguine; arsenic; leather; agate; refired enamel,,,,,,,,,,,,,armen,armen,armenian,,,,orfevre; anciens lapidaires; orfevres,orfevre; anciens lapidaires; orfevres,goldsmith; goldsmiths’; ancient lapidaries,,,,pile; roue de plomb; tripoly; medaille de relief; cuir; pouldre dudict tripoly; forge dorfevre; cassete de fer; bouteure dorfevres; mabre,roue de plomb; pilé; tripoly; medaille de relief; cuir; pouldre dudict tripoly; forge d’orfevre; cassete de fer; bouteure d’orfevres; mabre,goldsmith’s forge; tripoli; powder of the said tripoli; marble; pestled; iron casket; goldsmiths’ bouteure; leather; relief medal; lead tinwheel,,,,,,
012v,12v,012v_3,casting,Mouler le stuc promptement,Mouler le stuc promptement,Molding stucco promptly,porceau; animal,porceau; animal,animal; hog,bouche,bouche,mouth,,,,,,,pres du feu,pres du feu,near the fire,diamant; mine; bol armen; agathe; pouldre dudict tripoly; enilanroc; bol; charbons; verdet; sel armoniac; esmail recuit; albastre; azur; cendres; perles jaulnes; arcenic jaulne; vermeillon; laque; stuc; fer; cuir; vitriol; plomb; terre chimolee; pierres tai gravees; cuivre; huile; mabre; ceruse; pierres; pierres taillees a faces et a plain; tripoly; soye crue; soye; fumee du soufre; arcenic sublime; soye creue; farine; perle; papier pile; plastre; destaing; brique; sanguine; sayes de porceau; arsenic; pierre; estamine de soye crue; cire,diamant; mine; bol armen; agathe; pouldre dudict tripoly; enilanroc; bol; perles; charbons; verdet; arcenic sublimé; sel armoniac; esmail recuit; albastre; azur; cendres; arcenic jaulne; vermeillon; laque; pierres taillées à faces et à plain; stuc; fer; cuir; vitriol; cire fondue; plomb; cuivre; huile; mabre; ceruse; pierres; tripoly; soye crue; terre chimolée; pierres tai gravées; soye; fumee du soufre; soye creue; estaing; perle; plastre; farine; papier pilé; brique; sanguine; sayes de porceau; arsenic; pierre; estamine de soye crue,engraved tai stones; azure; pestled paper; enilanroc; stones; verdet; yellow arsenic; sal ammoniac; minium; melted wax; plaster; copper; sublimated arsenic; raw silk; silk; vermilion; tin; vitriol; lead; bole; ashes; yellow pearls; stucco; ceruse; iron; alabaster; powder of the said tripoli; marble; stone; terre chimolée; sulfur smoke; pearl; charcoals; brick; hog bristle; tammy of raw silk; tripoli; dyeing; flour; armenian bole; sanguine; lake; arsenic; leather; diamond; agate; oil; stones cut in facets and flat; refired enamel,,,,,,,,,,,,,armen,armen,armenian,,,,orfevre; vitrier; anciens lapidaires; orfevres,orfevre; vitrier; anciens lapidaires; orfevres,goldsmith; goldsmiths’; ancient lapidaries; glassworkers’,,,,fins &amp; subtils tamis; roue de cuivre; medaille de relief; pouldre dudict tripoly; forge dorfevre; cuir; cassete de fer; broisses; mabre; roue de plomb; tripoly; poincte de diamant; roue; telier; pile; sayes de porceau; tamis fins de soye creue; souldouers de vitrier; bouteure dorfevres,fins &amp; subtils tamis; roue de cuivre; medaille de relief; pouldre dudict tripoly; bouteure d’orfevres; cuir; forge d’orfevre; cassete de fer; broisses; mabre; roue de plomb; pilé; tripoly; poincte de diamant; roue; telier; sayes de porceau; tamis fins de soye creue; souldouers de vitrier,goldsmith’s forge; pestled; powder of the said tripoli; marble; fine sieves of raw silk; relief medal; copper wheel; lead tinwheel; glassworkers’ solders; wheel; tripoli; loom; iron casket; goldsmiths’ bouteure; small hog bristle brushes; fine &amp; delicate sieves; leather; brushes; diamond point,,,,,,
013r,13r,013r_1,stones,Carnation darsenic,Carnation d’arsenic,Flesh color from arsenic,porceau; animal,porceau; animal,animal; hog,,,,,,,,,,,,,diamant; mine; agathe; verdet; sel armoniac; albastre; azur; cendres; arcenic jaulne; vermeillon; laque; vitriol; pierres tai gravees; cuivre; huile; mabre; pierres; pierres taillees a faces et a plain; tripoly; soye crue; soye; fumee du soufre; arcenic sublime; soye creue; farine; brique; sayes de porceau; arsenic; pierre; estamine de soye crue,diamant; mine; agathe; verdet; sel armoniac; arcenic sublimé; albastre; azur; cendres; arcenic jaulne; vermeillon; laque; pierres taillées à faces et à plain; vitriol; cuivre; huile; mabre; pierres; tripoly; soye crue; pierres tai gravées; soye; fumee du soufre; soye creue; farine; brique; sayes de porceau; arsenic; pierre; estamine de soye crue,engraved tai stones; azure; stones; verdet; yellow arsenic; sal ammoniac; minium; copper; sublimated arsenic; raw silk; silk; vermilion; vitriol; ashes; alabaster; marble; stone; sulfur smoke; brick; hog bristle; tammy of raw silk; tripoli; dyeing; flour; lake; arsenic; diamond; agate; oil; stones cut in facets and flat,,,,,,,,,,,,,,,,,,,vitrier,vitrier,glassworkers’,,,,fins &amp; subtils tamis; roue de cuivre; tripoly; sayes de porceau; poincte de diamant; tamis fins de soye creue; roue; broisses; telier; souldouers de vitrier; mabre,fins &amp; subtils tamis; roue de cuivre; tripoly; sayes de porceau; poincte de diamant; tamis fins de soye creue; roue; broisses; telier; souldouers de vitrier; mabre,wheel; tripoli; loom; marble; fine sieves of raw silk; small hog bristle brushes; glassworkers’ solders; fine &amp; delicate sieves; brushes; copper wheel; diamond point,,,,,,
013r,13r,013r_2,stones,Carnation darsenic,Carnation d’arsenic,Flesh color from arsenic,porceau; animal,porceau; animal,animal; hog,,,,,,,,,,,,,diamant; mine; agathe; verdet; sel armoniac; albastre; azur; cendres; arcenic jaulne; vermeillon; laque; vitriol; pierres tai gravees; cuivre; huile; mabre; pierres; pierres taillees a faces et a plain; tripoly; soye crue; soye; fumee du soufre; arcenic sublime; soye creue; farine; brique; sayes de porceau; arsenic; pierre; estamine de soye crue,diamant; mine; agathe; verdet; sel armoniac; arcenic sublimé; albastre; azur; cendres; arcenic jaulne; vermeillon; laque; pierres taillées à faces et à plain; vitriol; cuivre; huile; mabre; pierres; tripoly; soye crue; pierres tai gravées; soye; fumee du soufre; soye creue; farine; brique; sayes de porceau; arsenic; pierre; estamine de soye crue,engraved tai stones; azure; stones; verdet; yellow arsenic; sal ammoniac; minium; copper; sublimated arsenic; raw silk; silk; vermilion; vitriol; ashes; alabaster; marble; stone; sulfur smoke; brick; hog bristle; tammy of raw silk; tripoli; dyeing; flour; lake; arsenic; diamond; agate; oil; stones cut in facets and flat,,,,,,,,,,,,,,,,,,,vitrier,vitrier,glassworkers’,,,,fins &amp; subtils tamis; roue de cuivre; tripoly; sayes de porceau; poincte de diamant; tamis fins de soye creue; roue; broisses; telier; souldouers de vitrier; mabre,fins &amp; subtils tamis; roue de cuivre; tripoly; sayes de porceau; poincte de diamant; tamis fins de soye creue; roue; broisses; telier; souldouers de vitrier; mabre,wheel; tripoli; loom; marble; fine sieves of raw silk; small hog bristle brushes; glassworkers’ solders; fine &amp; delicate sieves; brushes; copper wheel; diamond point,,,,,,
